ajoneuvoluokka;ensirekisterointipvm;ajoneuvoryhma;ajoneuvonkaytto;variantti;versio;kayttoonottopvm;vari;ovienLukumaara;korityyppi;ohjaamotyyppi;istumapaikkojenLkm;omamassa;teknSuurSallKokmassa;tieliikSuurSallKokmassa;ajonKokPituus;ajonLeveys;ajonKorkeus;kayttovoima;iskutilavuus;suurinNettoteho;sylintereidenLkm;ahdin;sahkohybridi;merkkiSelvakielinen;mallimerkinta;vaihteisto;vaihteidenLkm;kaupallinenNimi;voimanvalJaTehostamistapa;tyyppihyvaksyntanro;yksittaisKayttovoima;kunta;Co2;matkamittarilukema;alue;valmistenumero2;jarnro
M1;2015-03-16;;01;124GQ2;HZAAB500;20150316;9;5;AC;;5;1370;1935;;4359;1790;1455;01;1595;90;4;true;false;Mercedes-Benz;A 180 Farmari (AC) 5ov 1595cm3;1;6;A 180;05;e1*01/116*0470*12;01;851;127;;954;WDD1760421;4575248
M1;2015-04-09;;01;VACCXSAX0;FM6FM6AJ009N7MJOML00VR2;20150409;9;5;AC;;5;1329;1860;;4680;1799;1515;01;1395;90;4;true;false;Volkswagen, VW;GOLF Farmari (AC) 5ov 1395cm3;1;6;GOLF;05;e1*2007/46*0627*11;01;091;124;;002;WVWZZZAUZF;4576701
M1;2015-03-17;;01;ECHAA11;BA2R5FPHA7;20120521;6;5;AF;;7;1701;2410;2410;4656;1884;1685;02;1956;96;4;true;false;Opel;ZAFIRA TOURER Monikäyttöajoneuvo (AF) 5ov 1956cm3;1;6;ZAFIRA TOURER;05;e4*2007/46*0204*08;02;091;137;159023;007;W0LPE9EM6C;4578926
M1;2015-04-02;;01;2A31;6A1500C0;20150402;8;4;AC;;5;1435;1910;;4342;1800;1555;01;1499;100;3;true;false;BMW;218i Active Tourer Farmari (AC) 4ov 1499cm3 A;2;6;218i Active Tourer;05;e1*2007/46*0371*17;01;543;119;;018;WBA2A3106F;4580530
M1G;2015-03-24;;01;JG22;04;20140424;6;4;AC;;5;1955;2575;2575;4681;1926;1655;02;2967;190;6;true;false;Porsche;MACAN S DIESEL Farmari (AC) 4ov 2967cm3 A;2;7;MACAN S DIESEL;05;e13*2007/46*1165*02;02;167;164;59705;801;WP1ZZZ95ZF;4582369
M1;2015-04-14;;01;NHP13(MH);NHP130L-CHXGBW(3H);20150414;0;4;AF;;5;1170;1565;;3950;1695;1510;01;1497;55;4;false;true;Toyota;TOYOTA YARIS HYBRID Monikäyttöajoneuvo (AF) 4ov 1497cm3;3;;TOYOTA YARIS HYBRID;17;e11*2007/46*0152*07;01;297;82;;708;VNKKD3D330;4583887
M1;2015-04-14;;01;T7CE1F;5EJAPY;20150414;9;4;AC;;5;1601;2330;;4974;1852;1506;02;1997;110.3;4;true;false;Ford;Mondeo Farmari (AC) 4ov 1997cm3 A;2;6;Mondeo;05;e13*01/116*0249*27;02;211;128;;362;WF0FXXWPCF;4586103
M1;2015-03-20;;01;J203M0;SZAAA501;20100419;0;5;AC;;5;1845;2420;2420;4918;1872;1512;02;2143;150;4;true;false;Mercedes-Benz;E 250 CDI Farmari (AC) 5ov 2143cm3 A;2;5;E 250 CDI;05;e1*2007/46*0200*03;02;320;162;216930;987;WDD2122031;4587736
M1;2015-06-30;;01;3K51;5A250000;20150630;2;4;AC;;5;1660;2160;;4624;1811;1434;02;1995;135;4;true;false;BMW;320d xDrive Farmari (AC) 4ov 1995cm3 A;2;8;320d xDrive;05;e1*2007/46*0315*13;02;208;133;;681;WBA3K5101F;4589616
M1;2015-03-26;;01;UY11;5B;20110318;0;4;AC;;5;1595;2060;2060;4527;1817;1418;02;1995;135;4;true;false;BMW;320d Farmari (AC) 4ov 1995cm3 A;2;6;320d;05;e1*2007/46*0315*03;02;285;142;171545;486;WBAUY110X0;4591279
M1;2015-11-13;;01;C7D24;A63BZ1;20151113;8;5;AC;;7;1953;2620;;4780;1890;1685;02;2199;147;4;true;false;Kia;SORENTO Farmari (AC) 5ov 2199cm3 A;2;6;SORENTO;05;e4*2007/46*0894*01;02;092;177;;016;KNAPH81BDF;4593036
M1;2015-07-17;;01;ACCHPAX0;NFD7FD7CW002STVL7;20150717;1;4;AC;;5;1292;1862;;4781;1814;1495;01;1395;103;4;true;false;Skoda;Octavia Farmari (AC) 4ov 1395cm3 A;2;7;Octavia;05;e11*2007/46*0243*13;01;091;116;;009;TMBJC7NE9F;4594878
M1;2015-04-30;;01;CCJSAX0V;FD7SFD7CW0057MMMLO5;20150430;2;3;AC;;5;1307;1850;;4228;1810;1446;01;1798;132;4;true;false;Seat;LEON SC Farmari (AC) 3ov 1798cm3 A;2;7;LEON SC;05;e9*2007/46*0094*14;01;837;132;;337;VSSZZZ5FZF;4596569
M1;2015-04-28;;01;CAACC12;BX2F5KE6J5;20150428;0;5;AB;;5;1199;1680;;4021;1746;1481;01;999;85;3;true;false;Opel;CORSA-E Viistoperä (AB) 5ov 999cm3;1;6;CORSA-E;05;e1*01/116*0379*32;01;061;117;;301;W0L0XEP68F;4598546
M1;2015-09-25;;01;7RLA;7RLA0H;20150813;2;4;AC;;5;1130;1640;;4267;1732;1475;01;898;66;3;true;false;Renault;CLIO Farmari (AC) 4ov 898cm3;1;5;CLIO;05;e2*01/116*0327*67;01;753;104;;011;VF17RLA0H5;4599876
M1;2015-07-24;;01;F5P61;M51AZ1;20150724;8;5;AF;;5;930;1400;;3595;1595;1480;01;998;48.5;3;false;false;Kia;Picanto Monikäyttöajoneuvo (AF) 5ov 998cm3;1;5;Picanto;05;e4*2007/46*0256*13;01;091;95;;007;KNABX511AG;4601794
M1;2015-09-10;;01;F97;60E;20150910;9;4;AC;;5;1390;1930;;4555;1840;1710;01;1998;121;4;false;false;Mazda;Mazda CX-5 Farmari (AC) 4ov 1998cm3;1;6;Mazda CX-5;05;e1*01/116*0448*23;01;211;139;;361;JMZKEF9760;4603532
M1;2015-06-15;;01;ACDCXAX0;FD7FD7CW002SH7MMVR263;20150615;8;5;AC;;5;1505;2090;;4887;1832;1516;02;1598;88;4;true;false;Volkswagen, VW;PASSAT Farmari (AC) 5ov 1598cm3 A;2;7;PASSAT;05;e1*01/116*0307*39;02;091;104;;003;WVWZZZ3CZF;4605262
M1;2015-06-10;;01;6W7;61W0;20150610;2;4;AC;;5;1230;1690;;4275;1765;1535;01;1998;88;4;false;false;Mazda;Mazda CX-3 Farmari (AC) 4ov 1998cm3;1;6;Mazda CX-3;05;e1*2007/46*1335*03;01;257;137;;024;JMZDK6W761;4606988
M1;2015-05-29;;01;CADRC12;BX2D6EHLJ5;20150529;8;5;AB;;5;1163;1630;;4021;1746;1481;01;1398;66;4;false;false;Opel;CORSA-E Viistoperä (AB) 5ov 1398cm3;1;5;CORSA-E;05;e1*01/116*0379*32;01;734;117;;251;W0L0XEP68F;4609020
M1;2015-05-21;;01;P4JC1D;5AMAAF;20150521;6;4;AB;;5;1055;1530;;4096;1722;1495;01;998;59;3;false;false;Ford;Fiesta Viistoperä (AB) 4ov 998cm3;1;5;Fiesta;05;e9*01/116*0069*19;01;853;99;;203;WF0DXXGAKD;4610747
M1;2015-05-29;;01;SCZCAF1;FD7AM006R8V917MMEM1;20150529;9;4;AB;;5;1300;1785;;4425;1785;1477;01;1395;92;4;true;false;Audi;A3 Sportback Viistoperä (AB) 4ov 1395cm3 A;2;7;A3 Sportback;05;e1*2007/46*0607*16;01;049;114;;027;WAUZZZ8V5F;4612552
M1;2016-07-21;;01;M24GQ2;OZBCB501;20150928;0;5;AC;;5;1425;1960;;4439;1812;1572;01;1595;90;4;true;false;Mercedes-Benz;B 180 Farmari (AC) 5ov 1595cm3 A;2;7;B 180;05;e1*01/116*0470*13;01;444;125;;081;WDD2462421;4614597
M1;2015-05-19;;01;RS79;RS7969??;20050323;6;5;AA;;5;1578;2050;2050;4600;1800;1430;02;2400;120;5;true;false;Volvo;S60 Sedan (AA) 5ov 2400cm3 A;2;;S60;05;e9*01/116*0036*10;02;241;199;373188;944;YV1RS79695;4616957
M1;2015-06-02;;01;VACCJZBX0;FM5FM5AF017N7MJON1VL00VR2;20150602;0;5;AC;;5;1285;1820;;4680;1799;1515;01;1197;63;4;true;false;Volkswagen, VW;GOLF Farmari (AC) 5ov 1197cm3;1;5;GOLF;05;e1*2007/46*0627*13;01;018;115;;075;WVWZZZAUZF;4618900
M1;2015-07-14;;01;6;1;20150714;1;4;AF;;5;1700;2170;;4605;1895;1680;02;1597;118;4;true;false;Honda;Honda CR-V Monikäyttöajoneuvo (AF) 4ov 1597cm3;1;6;Honda CR-V;05;e11*01/116*0302*11;02;729;129;;431;SHSRE6770F;4620655
M1;2015-06-25;;01;AACFGCX1;AD6AD62E083ST7MJVR24O;20141218;1;4;AA;1;4;1738;2110;2110;4802;1855;1417;02;1968;130;4;true;false;Volkswagen;CC Sedan (AA) 4ov 1968cm3 A;2;;CC;05;E1*2001/116*0468*15;02;783;149;;277;WVWZZZ3CZE;4622438
M1G;2015-06-08;;01;J3E8M;H1;20061208;5;5;AF;;5;2355;2920;2920;4787;1899;1919;02;2987;160;6;true;false;Jeep;COMMANDER Monikäyttöajoneuvo (AF) 5ov 2987cm3 A;2;5;COMMANDER;05;e4*01/116*0095*05;02;167;284;174067;802;1J8H3E8M97;4624297
M1;2015-06-01;;01;E320K0;NCAAA400;20060418;0;4;AA;;4;1815;2280;2280;4910;1870;1380;02;2980;165;6;true;false;Mercedes-Benz;CLS 320 CDI Sedan (AA) 4ov 2980cm3;;;CLS 320 CDI;09;e1*01/116*0295*03;02;609;202;256692;286;WDD2193221;4626261
M1;2015-06-11;;01;ZRT271(W);ZRT271L-AWXEPW(3J);20150611;6;4;AF;;5;1490;2020;;4820;1810;1480;01;1798;108;4;false;false;Toyota;TOYOTA AVENSIS Monikäyttöajoneuvo (AF) 4ov 1798cm3;3;;TOYOTA AVENSIS;05;e11*01/116*0331*08;01;179;142;;406;SB1EG76L00;4628003
M1;2016-02-19;;01;D;D03;20160219;Y;4;AF;;5;1419;1860;;4380;1806;1590;01;1197;85;4;true;false;Nissan;Nissan Qashqai Monikäyttöajoneuvo (AF) 4ov 1197cm3;1;6;Nissan Qashqai;05;e11*2007/46*0963*05;01;734;129;;242;SJNFEAJ11U;4629809
M1;2015-09-30;;01;234HQ2;OZABB542;20150930;8;4;AA;;5;1430;1920;;4691;1777;1453;01;1595;115;4;true;false;Mercedes-Benz;CLA 200 Sedan (AA) 4ov 1595cm3 A;2;7;CLA 200;05;e1*01/116*0470*13;01;091;122;;007;WDD1173431;4631650
M1;2015-06-23;;01;CFHCAF;FD6FD62E0187MJS7N1VR2SM;20150623;8;5;AF;;7;1649;2270;2270;4397;1794;1619;02;1968;103;4;true;false;Volkswagen, VW;TOURAN Monikäyttöajoneuvo (AF) 5ov 1968cm3 A;2;6;TOURAN;05;e1*01/116*0211*35;02;049;135;;022;WVGZZZ1TZF;4633687
M1;2015-07-07;;01;AACBZA;NFM5FM52T106ST0P0SE;20150707;2;4;AA;;5;1155;1615;;4589;1706;1488;01;1197;63;4;true;false;Seat;TOLEDO Sedan (AA) 4ov 1197cm3;1;5;TOLEDO;05;e11*2007/46*0251*10;01;853;119;;207;VSSZZZNHZF;4635326
M1;2015-07-07;;01;D;D03;20150707;8;4;AF;;5;1396;1860;;4380;1806;1590;01;1197;85;4;true;false;Nissan;Nissan Qashqai Monikäyttöajoneuvo (AF) 4ov 1197cm3;1;6;Nissan Qashqai;05;e11*2007/46*0963*05;01;543;129;;018;SJNFEAJ11U;4636820
M1;2015-08-26;;01;SP61;5A000;20120209;0;4;AA;;5;2090;2645;2645;4998;1901;1559;02;2993;180;6;true;false;BMW;530d xDRIVE Sedan (AA) 4ov 2993cm3 A;2;8;530d xDRIVE;05;e1*2007/46*0215*04;02;179;183;144697;406;WBASP61070;4638467
M1;2015-07-08;;01;SW79;SW7969??;20041111;0;5;AC;;5;1649;2180;2180;4720;1800;1460;02;2400;120;5;true;false;Volvo;V70 Farmari (AC) 5ov 2400cm3 A;2;;V70;05;e4*2001/116*0040*11;02;152;209;318065;615;YV1SW79695;4640160
M1;2016-05-18;;01;SCHZBF1;FD7AM006P8X01LLS57MMEM2;20160111;9;4;AB;;5;1165;1610;;3992;1746;1448;01;999;70;3;true;false;Audi;A1 Sportback Viistoperä (AB) 4ov 999cm3 A;2;7;A1 Sportback;05;e1*2007/46*0414*16;01;257;102;;024;WAUZZZ8X5G;4641941
M1;2015-12-10;;05;ZWA10(H);ZWA10L-AHXBBW(1D);20151210;Y;4;AB;;5;1485;1845;;4350;1765;1455;01;1798;73;4;false;true;Lexus;LEXUS CT200H Viistoperä (AB) 4ov 1798cm3;3;;LEXUS CT200H;17;e11*2007/46*0150*03;01;186;88;;044;JTHKD5BHX0;4643577
M1;2015-07-14;;01;D;D05;20150714;Y;4;AF;;5;1432;1880;;4380;1806;1590;01;1197;85;4;true;false;Nissan;Nissan Qashqai Monikäyttöajoneuvo (AF) 4ov 1197cm3;3;;Nissan Qashqai;05;e11*2007/46*0963*05;01;301;129;;663;SJNFEAJ11U;4645257
M1;2015-09-24;;01;F5P61;M51AZ1;20150924;2;5;AF;;5;930;1400;;3595;1595;1480;01;998;48.5;3;false;false;Kia;Picanto Monikäyttöajoneuvo (AF) 5ov 998cm3;1;5;Picanto;05;e4*2007/46*0256*13;01;010;95;;636;KNABX511AG;4646758
M1;2015-08-19;;01;DADLC12;BA1J3JDWA5;20150819;0;5;AC;;5;1471;2040;;4698;1814;1535;01;1364;103;4;true;false;Opel;ASTRA SPORTS TOURER Farmari (AC) 5ov 1364cm3;1;6;ASTRA SPORTS TOURER;05;e4*2007/46*0204*20;01;749;131;;709;W0LPD8EC4F;4648578
M1;2015-07-23;;01;NSP13(MH);NSP130L-CHFNKW(1J);20150723;8;4;AF;;5;1115;1490;;3950;1695;1510;01;1329;73;4;false;false;Toyota;TOYOTA YARIS Monikäyttöajoneuvo (AF) 4ov 1329cm3;1;6;TOYOTA YARIS;05;e11*2007/46*0152*08;01;257;114;;024;VNKKJ3D360;4650092
M1;2015-08-06;;01;FCJSAX0V;FD7SFD7CW0057MMMLO571;20150806;0;5;AC;;5;1372;1890;;4648;1816;1451;01;1798;132;4;true;false;Seat;LEON ST Farmari (AC) 5ov 1798cm3 A;2;7;LEON ST;05;e9*2007/46*0094*16;01;543;129;;018;VSSZZZ5FZG;4651750
M1G;2015-10-15;;01;V9524;BKCDB5B7CAAG;20151015;8;4;AF;;7;2460;3030;;4900;1875;1890;02;3200;147;4;true;false;Mitsubishi;MITSUBISHI PAJERO Monikäyttöajoneuvo (AF) 4ov 3200cm3 A;2;5;MITSUBISHI PAJERO;05;e1*01/116*0385*15;02;853;224;;207;JMBLYV98WF;4653330
M1;2015-09-09;;01;NSP13(MH);NSP130L-CHFNKW(1J);20150909;8;4;AF;;5;1115;1490;;3950;1695;1510;01;1329;73;4;false;false;Toyota;TOYOTA YARIS Monikäyttöajoneuvo (AF) 4ov 1329cm3;1;6;TOYOTA YARIS;05;e11*2007/46*0152*08;01;405;114;;538;VNKKJ3D380;4655050
M1;2015-08-28;;01;646;81WX;20150828;6;4;AB;;5;1315;1835;;4465;1795;1465;01;1998;88;4;false;false;Mazda;Mazda3 Viistoperä (AB) 4ov 1998cm3 A;2;6;Mazda3;05;e11*01/116*0262*14;01;749;129;;718;3MZBM64681;4656707
M1;2016-01-15;;01;B5PB1;M61AZ1;20160115;8;5;AB;;5;1322;1820;;4300;1780;1465;01;1368;73.6;4;false;false;Hyundai;i 30 Viistoperä (AB) 5ov 1368cm3;1;6;i 30;05;e11*2007/46*0337*08;01;790;129;;383;TMAD2516AG;4658464
M1;2015-08-28;;01;ACCZDAX0;NFD7FD7CW006STVL657;20150828;6;4;AC;;5;1292;1862;;4781;1814;1495;01;1395;110;4;true;false;Skoda;OCTAVIA Farmari (AC) 4ov 1395cm3 A;2;7;OCTAVIA;05;e11*2007/46*0243*14;01;853;114;;207;TMBJC7NE1G;4660017
M1;2015-08-28;;01;ACCZDAX0;NFD7FD7CW006STVL657;20150828;2;4;AC;;5;1292;1862;;4781;1814;1495;01;1395;110;4;true;false;Skoda;OCTAVIA Farmari (AC) 4ov 1395cm3 A;2;7;OCTAVIA;05;e11*2007/46*0243*14;01;049;114;;027;TMBJC7NEXG;4661571
M1;2016-06-22;;01;SCXXBQ1;QM62Q032P8V067MMEM1;20151007;8;4;AB;;5;1455;1940;;4425;1785;1477;02;1598;81;4;true;false;Audi;A3 Sportback Viistoperä (AB) 4ov 1598cm3;1;6;A3 Sportback;05;e1*2007/46*0607*17;02;091;127;;002;WAUZZZ8V0G;4663121
M1;2015-09-25;;01;6;4;20150925;9;4;AF;;5;1728;2200;;4605;1895;1680;02;1597;118;4;true;false;Honda;Honda CR-V Monikäyttöajoneuvo (AF) 4ov 1597cm3 A;2;9;Honda CR-V;05;e11*01/116*0302*11;02;276;139;;807;SHSRE6880F;4664581
M1;2015-10-21;;01;R046K0;THBBA501;20040617;8;4;AA;;5;1505;1965;1965;4528;1728;1390;01;1796;105;4;true;false;Mercedes-Benz;C 180 KOMPRESSOR Sedan (AA) 4ov 1796cm3 A;2;;C 180 KOMPRESSOR;05;e1*98/14*0139*15;01;977;193;170671;841;WDB2030461;4666191
M1;2015-09-21;;01;ZRT271(E);ZRT271L-AEXEPW(3J);20150921;9;4;AA;;5;1460;2020;;4750;1810;1480;01;1798;108;4;false;false;Toyota;TOYOTA AVENSIS Sedan (AA) 4ov 1798cm3;3;;TOYOTA AVENSIS;05;e11*01/116*0331*08;01;186;140;;044;SB1BG76L50;4667850
M1G;2015-08-07;;01;DZ71;DZ7144??;20090616;1;4;AC;;5;1801;2505;2505;4627;1891;1713;02;2400;136;5;true;false;Volvo;XC60 Farmari (AC) 4ov 2400cm3;1;6;XC60;05;e9*01/116*0068*00;02;091;199;58178;001;YV1DZ71449;4669677
M1;2015-10-16;;01;CEXA;AA6QA69L141S517O;20100920;0;4;AA;;5;2233;2760;2760;5153;1903;1450;02;2967;176;6;true;false;Volkswagen, VW;PHAETON Sedan (AA) 4ov 2967cm3 A;2;6;PHAETON;05;e1*01/116*0189*18;02;049;224;234790;022;WVWZZZ3DZB;4671217
M1;2015-09-08;;01;6;3;20150908;1;4;AF;;5;1728;2200;;4605;1895;1680;02;1597;118;4;true;false;Honda;Honda CR-V Monikäyttöajoneuvo (AF) 4ov 1597cm3 A;2;9;Honda CR-V;05;e11*01/116*0302*11;02;408;134;;622;SHSRE6870F;4672735
M1;2015-09-17;;01;RU101;1;20150917;6;5;AF;;5;1312;1790;;4294;1826;1605;01;1498;96;4;false;false;Honda;HR-V Monikäyttöajoneuvo (AF) 5ov 1498cm3;1;6;HR-V;05;e6*2007/46*0158*01;01;240;130;;942;3HGRU1750G;4674417
M1;2015-09-17;;01;A;A02;20150917;8;4;AF;;5;1446;1910;;4380;1806;1590;02;1461;81;4;true;false;Nissan;Nissan Qashqai Monikäyttöajoneuvo (AF) 4ov 1461cm3;1;6;Nissan Qashqai;05;e11*2007/46*0963*05;02;091;99;;006;SJNFAAJ11U;4676163
M1;2016-02-04;;01;R031Q0;NZAAB521;20160204;8;4;AA;;5;1425;1990;;4756;1839;1461;01;1595;115;4;true;false;Mercedes-Benz;C 180 Sedan (AA) 4ov 1595cm3 A;2;7;C 180;05;e1*01/116*0431*36;01;091;126;;001;WDD2050401;4677855
M1;2016-04-07;;01;1T11;6A350000;20160407;8;4;AC;;5;1530;2005;;4329;1765;1421;02;1995;140;4;true;false;BMW;120d xDrive Farmari (AC) 4ov 1995cm3 A;2;8;120d xDrive;05;e1*2007/46*0283*14;02;049;124;;023;WBA1T1103G;4679259
M1;2015-09-16;;01;RU101;1;20150916;6;5;AF;;5;1312;1790;;4294;1826;1605;01;1498;96;4;false;false;Honda;HR-V Monikäyttöajoneuvo (AF) 5ov 1498cm3;1;6;HR-V;05;e6*2007/46*0158*01;01;849;130;;693;3HGRU1750G;4680691
M1;2015-10-09;;01;AXA1A;00AM;20151009;9;2;AB;;4;1033;1355;;3585;1627;1488;01;1242;51;4;false;false;Fiat;FIAT 500 Viistoperä (AB) 2ov 1242cm3;1;5;FIAT 500;05;e3*2007/46*0064*25;01;092;110;;013;ZFA3120000;4682415
M1;2016-04-06;;01;CCHMZ;CCHMZ6;20160406;2;4;AB;;5;1050;1546;;3973;1739;1471;01;1199;60;3;false;false;Peugeot;208 Viistoperä (AB) 4ov 1199cm3;1;5;208;05;e2*2007/46*0070*26;01;915;104;;784;VF3CCHMZ6F;4683778
M1;2015-09-29;;01;ABCZCA;NFD7FD7CW002STN762SK;20150929;9;4;AB;;5;1221;1681;;4427;1706;1471;01;1395;92;4;true;false;Skoda;RAPID Viistoperä (AB) 4ov 1395cm3 A;2;7;RAPID;05;e11*2007/46*0250*12;01;853;114;;204;TMBET6NH6G;4685625
M1;2015-09-28;;01;AAAA;AAAAAABAA;20050611;8;4;AA;;5;1857;2439;2439;4990;1840;1460;01;3560;189;6;false;false;Cadillac;SEVILLE STS Sedan (AA) 4ov 3560cm3;;;SEVILLE STS;05;e13*01/116*0159*00;01;091;295;161912;003;1G6DW67775;4687053
M1;2015-10-23;;01;BS9;C4L;20151023;0;4;AC;;5;1657;2100;;4815;1840;1605;01;2498;129;4;false;false;Subaru;LEGACY Farmari (AC) 4ov 2498cm3;3;;LEGACY;05;e1*2007/46*1320*00;01;091;161;;006;JF1BS9LC2F;4688533
M1;2015-10-22;;01;DAETC12;BA1R2JNJL5;20151022;1;5;AC;;5;1701;2250;;4913;1856;1520;01;1598;125;4;true;false;Opel;INSIGNIA SPORTS TOURER SW Farmari (AC) 5ov 1598cm3;1;6;INSIGNIA SPORTS TOURER SW;05;e1*2007/46*0374*17;01;109;152;;143;W0LGS8E56G;4689923
M1;2015-10-15;;01;A;A07;20151015;8;4;AF;;5;1051;1425;;3825;1670;1510;01;1198;59;3;false;false;Nissan;NISSAN MICRA Monikäyttöajoneuvo (AF) 4ov 1198cm3;1;5;NISSAN MICRA;05;e13*2007/46*1111*11;01;139;115;;951;MDHFBUK13U;4691413
M1;2016-02-04;;01;D;D03;20160204;2;4;AF;;5;1425;1860;;4380;1806;1590;01;1197;85;4;true;false;Nissan;Nissan Qashqai Monikäyttöajoneuvo (AF) 4ov 1197cm3;1;6;Nissan Qashqai;05;e11*2007/46*0963*06;01;444;129;;082;SJNFEAJ11U;4692756
M1;2015-10-12;;01;GAC4CZCAX0;FD7FD7CW001N7MMON1ML63VR2;20151012;9;5;AC;;5;1271;1780;;4357;1799;1491;01;1395;92;4;true;false;Volkswagen, VW;GOLF Farmari (AC) 5ov 1395cm3 A;2;7;GOLF;05;e1*2007/46*0623*17;01;853;118;;207;WVWZZZAUZG;4694242
M1;2015-10-29;;01;NSP13(MH);NSP130L-CHFNKW(1J);20151029;9;4;AF;;5;1115;1490;;3950;1695;1510;01;1329;73;4;false;false;Toyota;TOYOTA YARIS Monikäyttöajoneuvo (AF) 4ov 1329cm3;1;6;TOYOTA YARIS;05;e11*2007/46*0152*08;01;853;114;;205;VNKKJ3D390;4695572
M1;2015-11-20;;01;F5P81;M52DZ1;20151120;0;5;AF;;5;1190;1560;;4050;1720;1455;01;1248;61.8;4;false;false;Kia;RIO Monikäyttöajoneuvo (AF) 5ov 1248cm3;1;5;RIO;05;e11*2007/46*0195*12;01;398;109;;158;KNADN511AG;4697008
M1G;2015-11-02;;01;A2BSP1;NZAAA530;20111201;0;5;AC;;5;2175;2950;2950;4945;1951;1858;02;2987;190;6;true;false;Mercedes-Benz;ML 350 BLUETEC 4MATIC Farmari (AC) 5ov 2987cm3 A;2;7;ML 350 BLUETEC 4MATIC;05;e1*2007/46*0598*01;02;604;179;135512;339;WDC1660241;4698651
M1;2015-11-03;;01;WWT271(W);WWT271L-AWFEYW(1J);20151103;8;4;AF;;5;1565;2100;;4820;1810;1480;02;1995;105;4;true;false;Toyota;TOYOTA AVENSIS Monikäyttöajoneuvo (AF) 4ov 1995cm3;1;6;TOYOTA AVENSIS;05;e11*01/116*0331*08;02;257;120;;028;SB1ET76LX0;4700014
M1;2015-11-28;;01;E5A;M501;20051230;2;4;AC;;5;1625;2110;2110;4840;1790;1490;01;2290;162;4;true;false;Saab;9-5 Farmari (AC) 4ov 2290cm3;1;5;9-5;05;e4*01/116*0096*00;01;980;211;130917;334;YS3EB55A96;4701435
M1;2015-11-04;;01;SFJC1D;5DHABL;20151104;0;4;AB;;5;1130;1555;;4096;1722;1495;01;998;74;3;true;false;Ford;Fiesta Viistoperä (AB) 4ov 998cm3;1;5;Fiesta;05;e9*01/116*0069*21;01;092;99;;016;WF0DXXGAKD;4702939
M1;2016-09-06;;01;ACCJXAX11;NAD6AD6D9016ST657;20151110;9;4;AC;;5;1635;2275;;4959;1864;1497;01;1984;206;4;true;false;Skoda;SUPERB Farmari (AC) 4ov 1984cm3 A;2;6;SUPERB;05;e11*01/116*0326*35;01;049;164;;023;TMBLE9NP8G;4704411
M1;2015-11-13;;01;ACBKPX0;FM6FM62Q009STP0GG;20060713;0;5;AC;1;5;1585;2140;2140;4774;1820;1537;02;1968;103;4;true;false;Volkswagen;Passat Farmari (AC) 5ov 1968cm3;1;6;Passat;05;e1*2001/116*0307*10;02;837;158;261865;338;WVWZZZ3CZ7;4705943
M1;2015-11-24;;01;5L51;6A150000;20151124;0;4;AC;;5;1915;2480;;4907;1860;1462;02;1995;140;4;true;false;BMW;520d xDrive Farmari (AC) 4ov 1995cm3 A;2;8;520d xDrive;05;e1*2007/46*0455*10;02;091;127;;009;WBA5L5105G;4707360
M1;2015-11-19;;01;AACXXBX0;NFD7FD7CW002S1VL617;20151119;1;4;AA;;5;1320;1890;;4781;1814;1496;02;1598;81;4;true;false;Skoda;OCTAVIA Sedan (AA) 4ov 1598cm3 A;2;7;OCTAVIA;05;e11*2007/46*0243*15;02;016;99;;172;TMBAG7NE6G;4708650
M1;2015-12-01;;01;ACCHYBX01;NFM5FM5CF008N617;20151201;9;4;AC;;5;1079;1534;;4359;1732;1503;01;999;55;3;false;false;Skoda;FABIA Farmari (AC) 4ov 999cm3;1;5;FABIA;05;e11*01/116*0291*46;01;698;109;;963;TMBJB6NJ3G;4710236
M1;2016-01-22;;01;D;D04;20160122;9;4;AF;;5;1485;1860;;4380;1806;1590;01;1197;85;4;true;false;Nissan;Nissan Qashqai Monikäyttöajoneuvo (AF) 4ov 1197cm3;1;6;Nissan Qashqai;05;e11*2007/46*0963*06;01;398;133;;157;SJNFEAJ11U;4711710
M1;2015-11-13;;01;FS29;FS29L0??;20151113;6;4;AA;;5;1625;2110;;4635;1865;1479;01;1498;112;4;true;false;Volvo;S60 Sedan (AA) 4ov 1498cm3 A;2;6;S60;05;e9*2007/46*0023*22;01;091;134;;009;YV1FS29L0G;4712994
M1;2016-02-12;;01;AACYVBX0;NFM6FM6AJ009STVL617;20160212;2;4;AA;;5;1230;1780;;4781;1814;1481;01;1197;81;4;true;false;Skoda;OCTAVIA Sedan (AA) 4ov 1197cm3;1;6;OCTAVIA;05;e11*2007/46*0243*15;01;623;114;;522;TMBAB7NE9G;4714472
M1;2015-12-10;;01;M1DD15;5CGALC;20151210;6;4;AB;;5;1280;1900;;4490;1823;1485;01;999;92;3;true;false;Ford;Focus Viistoperä (AB) 4ov 999cm3;1;6;Focus;05;e13*2007/46*1138*16;01;091;108;;006;WF05XXGCC5;4715872
M1;2015-12-15;;01;GCXEB320X1;LNAD7BT0117NVR27MMG02L66391;20151215;1;6;AF;;9;2105;3200;;5406;1904;1990;02;1968;150;4;true;false;Volkswagen, VW;KOMBI Monikäyttöajoneuvo (AF) 6ov 1968cm3 A;2;7;KOMBI;05;e1*01/116*0220*40;02;098;169;;166;WV2ZZZ7HZG;4717154
